snapshot_ts,last_price,open_price,high_price,low_price,close_price,ask_prices,bid_prices
2022-11-01 01:23:27+00:00,75.89,75.89,75.89,75.89,75.89,"[75.89, 75.89, 75.89, 75.89, 75.89, 75.89, 75.89, 75.89, 75.89, 76.99, 77.49, 77.73, 77.88, 77.92, 78.0, 78.16, 78.2, 78.31, 78.54, 78.62, 78.65, 78.7, 78.75, 78.8, 78.85, 78.98, 79.0, 79.01, 79.1, 79.23, 79.3, 79.31, 79.36, 79.5, 79.62, 79.68, 79.8, 79.87, 79.97, 79.99, 80.0, 80.07, 80.08, 80.09, 80.1, 80.14, 80.2, 80.26, 80.3, 80.32, 80.36, 80.38, 80.44, 80.49, 80.5, 80.56, 80.57, 80.6, 80.62, 80.65, 80.68, 80.74, 80.75, 80.8, 80.85, 80.86, 80.88, 80.89, 80.9, 80.92, 80.98, 80.99, 81.0, 81.04, 81.1, 81.16, 81.2, 81.22, 81.23, 81.28, 81.34, 81.4, 81.46, 81.5, 81.52, 81.53, 81.58, 81.62, 81.66, 81.69, 81.8, 81.88, 81.89, 81.98, 81.99, 82.0, 82.16, 82.2, 82.21, 82.45, 82.47, 82.5, 82.6, 82.8, 82.88, 82.98, 82.99, 83.0, 83.08, 83.47, 83.5, 83.56, 83.69, 83.8, 83.82, 83.93, 84.0, 84.45, 84.6, 84.68, 84.69, 84.7]","[75.89, 75.89, 75.89, 75.89, 75.89, 75.89, 75.88, 75.86, 75.85, 75.82, 75.81, 75.65, 75.6, 75.58, 75.56, 75.55, 75.5, 75.46, 75.4, 75.38, 75.3, 75.28, 75.2, 75.16, 75.1, 75.09, 75.08, 75.03, 75.01, 75.0, 74.95, 74.9, 74.88, 74.86, 74.82, 74.8, 74.78, 74.71, 74.69, 74.68, 74.6, 74.59, 74.58, 74.56, 74.53, 74.5, 74.48, 74.38, 74.34, 74.33, 74.2, 74.03, 74.01, 74.0, 73.99, 73.89, 73.8, 73.73, 73.68, 73.66, 73.55, 73.5, 73.4, 73.38, 73.1, 73.05, 73.01, 73.0, 72.89, 72.88, 72.82, 72.77, 72.68, 72.67, 72.66, 72.65, 72.6, 72.51, 72.5, 72.38, 72.36, 72.35, 72.34, 72.3, 72.27, 72.2, 72.11, 72.02, 72.0, 71.96, 71.89, 71.86, 71.8, 71.6, 71.5, 71.38, 71.02, 71.0, 70.5, 70.38, 70.36, 70.12, 70.0, 69.9, 69.8, 69.55, 69.38]"
