snapshot_ts,last_price,open_price,high_price,low_price,close_price,ask_prices,bid_prices
2022-09-26 01:25:00+00:00,72.79,72.15,72.15,72.12,72.12,"[72.12, 72.12, 72.12, 72.12, 72.12, 72.12, 72.12, 72.12, 72.12, 72.12, 72.12, 72.12, 72.12, 72.12, 72.12, 72.7, 73.0, 73.6, 73.66, 73.67, 73.95, 73.98, 74.0, 74.13, 74.32, 74.38, 74.4, 74.47, 74.56, 74.62, 74.66, 74.89, 74.9, 74.95, 74.98, 75.0, 75.25, 75.39, 75.43, 75.49, 75.5, 75.52, 75.63, 75.67, 75.76, 75.88, 75.95, 75.96, 76.0, 76.28, 76.43, 76.6, 76.8, 76.99, 77.0, 77.11, 77.36, 77.69, 77.95, 79.6, 79.64, 80.68, 85.2, 87.95, 88.33, 88.38, 88.4]","[72.12, 72.12, 72.12, 72.12, 72.12, 72.12, 72.12, 72.1, 71.39, 71.04, 71.0, 70.71, 70.69, 70.49, 70.17, 70.12, 70.11, 70.05, 70.03, 70.01, 70.0, 69.99, 69.8, 69.66, 69.61, 69.54, 69.5, 69.01, 69.0, 68.68, 68.5, 68.38, 68.36, 68.31, 68.0, 67.88, 67.8, 67.77, 67.6, 67.0, 66.26, 66.24, 66.23, 66.13, 66.0, 65.56, 65.22, 65.09, 65.0, 64.01, 64.0, 63.88, 63.01, 62.38, 62.0, 61.1, 60.56, 60.5, 60.21, 60.2, 60.1, 60.06, 59.1, 59.01, 59.0, 58.99, 58.98, 58.96, 58.95]"
